Rank,ACNo,CandidateName,PartyAbbreviation,VotesPolled,PercVotesPolled
2,158,SENTHILKUMAR K R,DMK,57037,33.43
3,158,ARUL R,PMK,24226,14.2
4,158,BALAKRISHNAN K,CPM,23314,13.66
5,158,ABDUL SATTHAR G,SDPI,1775,1.04
6,158,None of the Above,NOTA,1714,1
7,158,SATHISHKUMAR B (A) BAAKYAA,ntk,1295,0.76
8,158,MANIMARAN G,BJP,1079,0.63
9,158,VINOBA  C,IND,440,0.26
10,158,DHIVAKAR S,IND,388,0.23
11,158,SENTHILKUMAR R,IND,302,0.18
12,158,THIRUNAVUKKARASU N,IND,261,0.15
13,158,KARVANNAN K,IND,152,0.09
14,158,THANGAPANDIYAN  R,IND,93,0.05
1,159,MURUGUMARAN.N,ADMK,48450,29.33
2,159,THIRUMAAVALAVAN.THOL,VCK,48363,29.28
3,159,MANIRATHINEM. DR .K.I,INC,37346,22.61
4,159,SOZHAN.ANBU,PMK,25890,15.67
5,159,ANBALAGAN.K,IND,1360,0.82
6,159,JAYASRI.E,ntk,1055,0.64
7,159,None of the Above,NOTA,1025,0.62
8,159,SARAVANAN.S.P,BJP,822,0.5
9,159,KALAIVANAN.S,BSP,380,0.23
10,159,THIRUMAVALAVAN.T,IND,289,0.17
11,159,RAVICHANDRAN.R,IND,206,0.12
1,160,BHARATHI.P.V,ADMK,76487,43.05
2,160,KILLAI RAVINDRAN.S,DMK,67484,37.98
3,160,MUTHUKUMAR.PON,PMK,14890,8.38
4,160,UMANATH.R,DMDK,12060,6.79
5,160,JOTHI.B,ntk,1430,0.8
6,160,None of the Above,NOTA,1360,0.77
7,160,ELAVALAGAN.M.R.S,BJP,1187,0.67
8,160,KALAIVANI.P,SHS,822,0.46
9,160,BHARATHI.B,IND,785,0.44
10,160,ELAYARAJA.A,IND,425,0.24
11,160,GAJENDRAN.K,BSP,300,0.17
12,160,LATHA.G,IND,294,0.17
13,160,SASIDHARAN.M,VTK,161,0.09
1,161,RATHAKRISHNAN.V,ADMK,70949,42.02
2,161,ANBAZHAGAN.K,DMK,66171,39.19
3,161,AYYAPPAN.A,PMK,13115,7.77
4,161,ARULSELVAN.R,DMDK,12294,7.28
5,161,MUTHUKUMARASAMY.C,BJP,1926,1.14
6,161,None of the Above,NOTA,1688,1
7,161,SHAHUL HAMEED.J,ntk,1672,0.99
8,161,SAMPATH.L,IND,681,0.4
9,161,SIVAKUMAR.S,BSP,360,0.21
1,162,PAVUNRAJ.S,ADMK,87666,45.48
2,162,SHAJAHAN.A.M,IUML,67731,35.14
3,162,ANBALAGAN.R,PMK,16241,8.43
4,162,SANKAR.M,TMC(M),14806,7.68
5,162,KALIYAPERUMAL.S,ntk,1946,1.01
6,162,None of the Above,NOTA,1478,0.77
7,162,ELANCHEZHIYAN.T,BSP,829,0.43
8,162,MOHAMED ALI.M,IND,781,0.41
9,162,SELVAMUTHUKUMARAN.G,IJK,684,0.35
10,162,SELVAKUMAR.N,IND,347,0.18
11,162,SEKAR.R,IND,249,0.13
1,163,THAMIMUN ANSARI.M,ADMK,64903,48.28
2,163,MOHAMED JAFARULLAH.A,MAMAK,44353,32.99
3,163,DHAMEEM ANSARI SAHIB.A.B,CPI,11088,8.25
4,163,NETHAJI.K,BJP,6005,4.47
5,163,NIRAINTHA SELVAM.T,ntk,1557,1.16
6,163,BALRAJ.A,PMK,1036,0.77
7,163,JABARULLAH.J,IND,1018,0.76
8,163,None of the Above,NOTA,996,0.74
9,163,BHASHGARAN.N.P,IND,675,0.5
10,163,PREM.S,IND,635,0.47
11,163,MAHENDRAN.R,AIFB,390,0.29
12,163,DR.SUNDARAVADIVELAN.T,SHS,330,0.25
13,163,VIJAYENDRAN.J,IND,225,0.17
14,163,THAMIMUL ANSARI.A,IND,222,0.17
15,163,SENTHILKUMAR.V,IND,205,0.15
16,163,KESAVARAJ.A,TMMK,201,0.15
17,163,KULOTHUNGAN.V,IND,167,0.12
18,163,SUNDARARAMAN,IND,166,0.12
19,163,PANNEERSELVAM.R,BSP,139,0.1
20,163,DURAI.V,MKat,128,0.1
1,164,MATHIVANAN.U,DMK,61999,44.95
2,164,MEENA.N,ADMK,51829,37.58
3,164,NAGAIMAALI.V.P,CPM,16499,11.96
4,164,VANITHA.A,PMK,2637,1.91
5,164,PALANIVEL.G,ntk,1553,1.13
6,164,KUMAR.S,BJP,1142,0.83
7,164,None of the Above,NOTA,1049,0.76
8,164,JAYAPRAKASH.K,BSP,511,0.37
9,164,JAMRAJA.K,TMMK,381,0.28
10,164,PRATHEEP.N,IND,329,0.24
1,165,MANIAN.O.S,ADMK,60836,41.44
2,165,RAJENDIRAN.P.V,INC,37838,25.77
3,165,VETHARATHINAM.S.K,BJP,37086,25.26
4,165,VAIRAVANATHAN.T,DMDK,4594,3.13
5,165,USHA KANNAN,PMK,2081,1.42
6,165,RAJENDRAN.K,ntk,1386,0.94
7,165,None of the Above,NOTA,1206,0.82
8,165,MURUGAVELU.S,BSP,695,0.47
9,165,VEERAKUMAR.V,IND,520,0.35
10,165,RAMAMURTHY.R,IND,205,0.14
11,165,SUSILA.N,tavk,179,0.12
12,165,KASINATHAN.P.C,IND,177,0.12
1,166,ADALARASAN. P,DMK,72127,41.07
2,166,UMAMAHESWARI. K,ADMK,58877,33.53
3,166,ULAGANATHAN. K,CPI,33038,18.81
4,166,UDAYAKUMAR. G,BJP,3937,2.24
5,166,RAJAMOHAN. S,PMK,2005,1.14
6,166,SARAVANAKUMAR. J.S,ntk,1844,1.05
7,166,None of the Above,NOTA,1768,1.01
8,166,AYYAPPAN. T,TMMK,870,0.5
9,166,MURUGESAN. R,IND,368,0.21
10,166,VEERAPANDYAN. R,IND,339,0.19
11,166,PUGHAZHENDI. R,IND,284,0.16
12,166,PASUPATHI. U,IND,163,0.09
1,167,RAJAA.T.R.B,DMK,91137,48.71
2,167,KAMARAJ. S,ADMK,81200,43.4
3,167,MURUGAIYAN BABU. A,DMDK,5966,3.19
4,167,BALASUBRAMANIYAN. S,PMK,1983,1.06
5,167,BALAMURUGAN. E,ntk,1923,1.03
6,167,None of the Above,NOTA,1774,0.95
7,167,SIVAKUMAR. B,BJP,1744,0.93
8,167,MARIMUTHU.A.V.M,IND,384,0.21
9,167,RAJA. S,IND,322,0.17
10,167,MANNAI J.R.S .PANDIAN. J,TMMK,253,0.14
11,167,RAJIVGANDHI. N,IND,202,0.11
12,167,THAVASU. M,IND,143,0.08
13,167,SAMBATH. R,IND,79,0.04
1,168,KARUNANIDHI .M,DMK,121473,61.73
2,168,PANNERSELVAM .R,ADMK,53107,26.99
3,168,MASILAMANI .P.S,CPI,13158,6.69
4,168,None of the Above,NOTA,2177,1.11
5,168,SIVAKUMAR .R,PMK,1787,0.91
6,168,CHANDRASEKAR .THENDRAL,ntk,1427,0.73
7,168,RENGADASS .N,BJP,1254,0.64
8,168,PADMANABAN .M,BSP,591,0.3
9,168,MEENACHI SUNDARAM .V,IND,481,0.24
10,168,SARAVANAN .S,IND,349,0.18
11,168,GANASAN .S,TMMK,281,0.14
12,168,RAJENDRAN .S,IND,200,0.1
13,168,PANNERSELVAM .ANR,IND,198,0.1
14,168,DEVAKUMAR .D,IND,148,0.08
15,168,SUBASH BABU .M,AUK,92,0.05
16,168,SELVARAJ .T,IND,72,0.04
1,169,KAMARAJ. R,ADMK,100918,49.43
2,169,DURAIVELAN. S.M.B,INC,79642,39.01
3,169,SUNDARAMOORTHY.  G,CPM,11327,5.55
4,169,ELAVARASAN. E,PMK,5060,2.48
5,169,None of the Above,NOTA,2182,1.07
6,169,ANBUSELVAM. S,ntk,1860,0.91
7,169,MURUGAVEL. S,BSP,620,0.3
8,169,MOHAN. G,IND,554,0.27
9,169,BERNADSHAW. K,IND,550,0.27
10,169,VENGADASUBRAMANIAN. V,IND,437,0.21
11,169,SARAVANAN. R,IJK,316,0.15
12,169,SELVARAJ. R,IND,277,0.14
13,169,SETHUPATHI. S,IND,154,0.08
14,169,VIJAYAN. R,MMKA,133,0.07
15,169,PANASAI ARANGAN. K. N,IND,124,0.06
1,170,CHEZHIAAN.GOVI,DMK,77538,41.93
2,170,SETTU.U,ADMK,77006,41.64
3,170,MADAHAIYAN.R.S,PMK,13709,7.41
4,170,VIVEKANANDAN.S,VCK,10622,5.74
5,170,None of the Above,NOTA,1899,1.03
6,170,SULOCHANADEVI.R,ntk,1437,0.78
7,170,VASUDEVAN.S,BJP,1321,0.71
8,170,MADHAN.A,BSP,539,0.29
9,170,MANOHARAN.G,IND,495,0.27
10,170,SENTHIL KUMAR.R,IND,142,0.08
11,170,UTHIRAPATHI.G,IND,117,0.06
12,170,INDRA.U,IND,104,0.06
1,171,G.ANBALAGAN,DMK,85048,45.04
2,171,RATHNA.S,ADMK,76591,40.56
3,171,PARAMASIVAM.D,DMDK,8098,4.29
4,171,K.VENKATRAMAN,PMK,8048,4.26
5,171,MANI SENTHIL,ntk,2937,1.56
6,171,ANNAMALAI,BJP,2934,1.55
7,171,None of the Above,NOTA,2593,1.37
8,171,VIJAYAKUMAR.C,IND,569,0.3
9,171,AROKKIYARAJ.V,tavk,456,0.24
10,171,KALAVATHY.T,BSP,371,0.2
11,171,FATHIMA . R,IND,367,0.19
12,171,GURUMOORTHY.D,IND,266,0.14
13,171,VINOTH.R,IND,240,0.13
14,171,KAMARAJ.P,TMMK,179,0.09
15,171,RAMKUMAR.S,MSKK,130,0.07
1,172,DORAIKKANNU .R,ADMK,82614,45.26
2,172,LOGANATHAN .T.R,INC,58249,31.91
3,172,JAYAKUMAR .D,TMC(M),18599,10.19
4,172,ALAYAMANI .G,PMK,4963,2.72
5,172,HUMAYUN KABIR .M.I,ntk,3864,2.12
6,172,MOHAMMED FAROOK.A,SDPI,3043,1.67
7,172,CHANDRAKASAN .S,IND,2896,1.59
8,172,GUNASEKARAN .T,BJP,2158,1.18
9,172,None of the Above,NOTA,1911,1.05
10,172,JAGADEESHKUMAR .S,IND,1027,0.56
11,172,PALANIRAJAN .C,TMMK,885,0.48
12,172,PALANISAMY .M.R,BSP,826,0.45
13,172,VEMBU .D,IND,750,0.41
14,172,ABRAHAM PURUSOTHAMAN .P,PPIS,492,0.27
15,172,NATARAJAN .S,IND,271,0.15
1,173,DURAI.CHANDRASEKARAN,DMK,100043,49.27
2,173,M.G.M.SUBRAMANIAN,ADMK,85700,42.21
3,173,V.JEEVAKUMAR,CPM,8604,4.24
4,173,None of the Above,NOTA,1987,0.98
5,173,K.R.SHANMUGHAM,ntk,1806,0.89
6,173,R.KANAKARAJ,PMK,1571,0.77
7,173,T.KAMARAJ,TMMK,1161,0.57
8,173,S.SIMIYON XAVIERRAJ,IJK,1072,0.53
9,173,A.MOHANRAJ,IND,566,0.28
10,173,R.RAJKUMAR,IND,520,0.26
1,174,B.ANJUGAM,DMK,0,0
2,174,M.SUNDARA RAJAN,BSP,0,0
3,174,M.S.RAMALINGAM,BJP,0,0
4,174,M.RENGASAMY,ADMK,0,0
5,174,V.JAYAPRAKASH,DMDK,0,0
6,174,G.KUNJITHAPATHAM,PMK,0,0
7,174,A.NALLADURAI,ntk,0,0
8,174,A.RAJESHKANNAN,TMMK,0,0
9,174,M.SANTHOSH,IND,0,0
10,174,S.MARIAPPAN,IND,0,0
11,174,S.MUTHUVEL,IND,0,0
12,174,V.JEGANATHAN,IND,0,0
13,174,None of the Above,NOTA,0,0
1,175,RAMCHANDRAN. M,DMK,84378,46.87
2,175,VAITHILINGAM. R,ADMK,80733,44.85
3,175,RAMANATHAN. P,DMDK,6351,3.53
4,175,KANDHASAMY. M,ntk,1891,1.05
5,175,None of the Above,NOTA,1882,1.05
6,175,SARAVANA IYAPPAN. M,PMK,1444,0.8
7,175,KESAVAN. T,BJP,1003,0.56
8,175,JAYAPAL. A,BSP,739,0.41
9,175,GOPURAJ. M,IND,508,0.28
10,175,BASKARAN. R,IND,446,0.25
11,175,MADHAVAN. T,IND,297,0.16
12,175,RAJA. K,TMMK,232,0.13
13,175,THANGARAJ. D,PPIS,119,0.07
1,176,SEKAR. V,ADMK,70631,42.58
2,176,MAHENDRAN. K,INC,58273,35.13
3,176,SENTHILKUMAR. N,DMDK,11231,6.77
4,176,MURUGANANTHAM. M,BJP,11039,6.65
5,176,MOHAMED ILIYAS. Z,SDPI,3923,2.36
6,176,LAKSHMI. C,PMK,3607,2.17
7,176,GEETHA. K,ntk,2940,1.77
8,176,None of the Above,NOTA,1541,0.93
9,176,SANJAI GANDHI. K,IND,1103,0.66
10,176,KUBENDRAN. C,SHS,1089,0.66
11,176,VIVEKANANDAN. J,TMMK,513,0.31
1,177,GOVINDARASU M,ADMK,73908,45.65
2,177,ASHOK KUMAR N,DMK,72913,45.04
3,177,THAMAYANTHI T,CPI,5816,3.59
4,177,ELANGO R,BJP,4612,2.85
5,177,BALADHANDAYUTHAM K,ntk,1602,0.99
6,177,None of the Above,NOTA,1294,0.8
7,177,GURUMURTHY M,TMMK,540,0.33
8,177,ANBIN SELVAM S,IND,457,0.28
9,177,THIYAGARAJAN P,PMK,421,0.26
10,177,BALU AV,IND,334,0.21
1,178,ARUMUGAM.B,ADMK,64043,43.84
2,178,ANBARASAN.K,DMK,60996,41.75
3,178,M.CHINNADURAI,CPM,13918,9.53
4,178,PURATCHIKAVIDHASAN @ PALANIYAPPAN.M,BJP,1600,1.1
5,178,None of the Above,NOTA,1556,1.07
6,178,C.MOHANRAJ,ntk,1432,0.98
7,178,CHANDRASEKARAN.C,IND,558,0.38
8,178,PALANIMANICKAM.M,PMK,530,0.36
9,178,VEERAMUTHU.B,IND,514,0.35
10,178,VANITHA.R,CPI(ML)(L),465,0.32
11,178,THAVAMOORTHY.T,BSP,284,0.19
12,178,SATHIYAMOORTHY.N,YSP,194,0.13
1,179,VIJAYA BASKAR C,ADMK,84701,49.69
2,179,PALANIAPPAN M,DMK,76254,44.74
3,179,KARTHIKEYAN R,DMDK,2979,1.75
4,179,ADAIKALAM N,ETMK,1089,0.64
5,179,None of the Above,NOTA,974,0.57
6,179,SRIDHAR K,ntk,815,0.48
7,179,MANIKANDAN K,IND,723,0.42
8,179,VEERASAMY T,IND,590,0.35
9,179,KANAGARAJ G,PMK,415,0.24
10,179,AZHAGURAJA V,BSP,409,0.24
11,179,MUTHUKUMAR S,IJK,367,0.22
12,179,SARAVANADEVA M,NMK,286,0.17
13,179,SUNDARAVADIVEL S,IND,277,0.16
14,179,MURUGESAN A,SP,222,0.13
15,179,VEERAIYA R,IND,211,0.12
16,179,SUDHA R,IND,136,0.08
1,180,PERIYANNAN ARASSU,DMK,66739,39.19
2,180,KARTHIK THONDAIMAN,ADMK,64655,37.97
3,180,CHOKKALINGAM. M,IND,22973,13.49
4,180,JAHIR HUSSAIN,DMDK,7810,4.59
5,180,None of the Above,NOTA,1637,0.96
6,180,ARUNMOZHICHOZHAN. M,ntk,1625,0.95
7,180,KUMAR. G,IJK,1061,0.62
8,180,RADHAKRISHNAN. A,IND,913,0.54
9,180,VELLAISAMY,PMK,667,0.39
10,180,MUTHAIYA. K,IND,574,0.34
11,180,SARAVANAN,IND,342,0.2
12,180,MOHAMED SHERIF,IND,319,0.19
13,180,KUMAR. V,IND,299,0.18
14,180,KANAGARAJAN. A,AIFB,157,0.09
15,180,NAVANEEDHAKRISHNAN,IND,144,0.08
16,180,NAGARAJAN,IND,140,0.08
17,180,JEEVA. A,BSP,127,0.07
18,180,KARUPPIAH KAVIGAN,IND,100,0.06
1,181,REGUPATHY S,DMK,72373,45.58
2,181,VAIRAMUTHU PK,ADMK,71607,45.1
3,181,CHIDAMBARAM  PL.A,TMC(M),5096,3.21
4,181,KANAKARETHINAM M,ntk,2323,1.46
5,181,VADAMALAI P,BJP,2262,1.42
6,181,None of the Above,NOTA,2114,1.33
7,181,SURESH A,PMK,950,0.6
8,181,RAMESHKUMAR  K,IND,760,0.48
9,181,DURAI RAJAN M,IND,596,0.38
10,181,GOPAL R,IND,309,0.19
11,181,ARIMALAM THIYAGI SUBRAMANIAN MUTHURAJA.M,IND,159,0.1
12,181,PALANICHAMY P,TMMK,129,0.08
13,181,PALANISAMY A,tavk,90,0.06
1,182,MEYYANATHAN .SIVA .V,DMK,72992,46.17
2,182,GNANA KALAISELVAN,ADMK,63051,39.88
3,182,CHANDRASEKARAN . K,MDMK,11387,7.2
4,182,ARULMANI .S,PMK,5514,3.49
5,182,KALA DURAI,ntk,1495,0.95
6,182,None of the Above,NOTA,1068,0.68
7,182,SARAVANAN .A,IJK,695,0.44
8,182,BALASUBRAMANIYAN .R,IND,582,0.37
9,182,SENTHILRAJA .C,BSP,472,0.3
10,182,RAJENDRAN .G,IND,399,0.25
11,182,MAYAZHAGAN .D,IND,318,0.2
12,182,NAGARAJAN .M,IND,123,0.08
1,183,RATHINASABHAPATHY E,ADMK,69905,45.22
2,183,RAMACHANDRAN T,INC,67614,43.74
3,183,LOGANATHAN P,CPI,6341,4.1
4,183,KULAM MOHAMED M,SDPI,1741,1.13
5,183,PUVIYARASAN A,IND,1238,0.8
6,183,ARUL JUSTIN DIRAVIAM C,TMMK,1176,0.76
7,183,GEMINI GANESAN M,IJK,922,0.6
8,183,SAKILA BANU A,ntk,835,0.54
9,183,NARASIMHAN H,IND,794,0.51
10,183,None of the Above,NOTA,775,0.5
11,183,XAVIER A,BSP,720,0.47
12,183,SELVAM K,PMK,626,0.4
13,183,VENUGOPAL G,IND,562,0.36
14,183,SUBBURAMU A,IND,461,0.3
15,183,SETHU MADHAVAN K,IND,222,0.14
16,183,KUPPUSAMY S,IND,205,0.13
17,183,MUTHUPALANI P,IND,136,0.09
18,183,KANNAIYA K,IND,121,0.08
19,183,ABDUL JAFAAR S,IND,119,0.08
20,183,ATHMANATHAN P,IND,84,0.05
1,184,RAMASAMY KR,INC,93419,46.4
2,184,KARPAGAM ILANGO,ADMK,75136,37.32
3,184,SEVANTHIAPPAN S,MDMK,14279,7.09
4,184,PARIMALAM S,ntk,5344,2.65
5,184,MUTHULAKSHMI V,BJP,4969,2.47
6,184,None of the Above,NOTA,2688,1.33
7,184,SARAVANAN K,BSP,1601,0.8
8,184,DURAIPANDI PR,PMK,897,0.45
9,184,RAJKUMAR R,NMK,723,0.36
10,184,RABIQ RAJA K,IND,547,0.27
11,184,TAMILKARTHICK,IND,471,0.23
12,184,ALAGAPPAN SP,IND,315,0.16
13,184,NAGANATHAN A,IND,264,0.13
14,184,ESWARAN,IND,262,0.13
15,184,ARULANAND A,GMI,257,0.13
16,184,SETHU M,MMKA,183,0.09
1,185,PERIAKARUPPAN KR,DMK,110719,55.72
2,185,ASOKAN  KR,ADMK,68715,34.58
3,185,SATHIAH N,CPI,7380,3.71
4,185,ASAISELVAN,ntk,2801,1.41
5,185,None of the Above,NOTA,1939,0.98
6,185,MUTHUSAMY M,IND,1443,0.73
7,185,ANTONY LAWRANCE I,IJK,1128,0.57
8,185,PERIYAKARUPPAN KR,IND,1040,0.52
9,185,NELLIYAN C,IND,726,0.37
10,185,ALAGAPPAN PL,PMK,706,0.36
11,185,VIJAYASENTHIL C,AIFB,471,0.24
12,185,CHITRA DEVI V,IND,293,0.15
13,185,PALANIAPPAN KR,IND,272,0.14
14,185,RENUKA M,IND,222,0.11
15,185,PALANIVELU A,TMMK,202,0.1
16,185,VIJAYAMURUGAN S,GMI,201,0.1
17,185,ALHAGAN C,AMMK,166,0.08
18,185,GUNASEKARAN P,IND,154,0.08
19,185,ASHOKAN T,IND,112,0.06
1,186,BASKARAN.G,ADMK,81697,43.15
2,186,SATHIANATHAN.M @ MEPPAL M.SAKTHI,DMK,75061,39.64
3,186,GUNASEKARAN.S,CPI,15114,7.98
4,186,SRITHAR VANDAIYAR. G. M.,AIFB(S),5214,2.75
5,186,KOTTAIKUMAR. RAMA,ntk,3118,1.65
6,186,VELLAIKKANNU.T,ETMK,1809,0.96
7,186,None of the Above,NOTA,1530,0.81
8,186,RAJASEKARAN.N,PMK,1284,0.68
9,186,KALEESWARAN.M,GokMK,981,0.52
10,186,KULANDAISAMY.C,IJK,849,0.45
11,186,SURESH KUMAR. B,IND,702,0.37
12,186,MURUGAN. P,IND,596,0.31
13,186,BALAKRISHNAN. P,IND,522,0.28
14,186,ANDIAPPAN. L,IND,262,0.14
15,186,SARAVANA RAMAKRISHNAN. M,tavk,243,0.13
16,186,ANU JEYANTHI.F,IND,211,0.11
17,186,SELVARAJ.V,MMKA,149,0.08
1,187,MARIAPPANKENNADY S,ADMK,89893,48.45
2,187,CHITRASELVI S,DMK,75004,40.43
3,187,DEEPA ANBALAGAN,VCK,7493,4.04
4,187,RAJENDRAN M,BJP,3493,1.88
5,187,SATHYA S,ntk,2997,1.62
6,187,None of the Above,NOTA,2193,1.18
7,187,KASINATHADURAI A,SDPI,1515,0.82
8,187,SIVANANDAM N,BSP,886,0.48
9,187,MALAISAMY R,PMK,647,0.35
10,187,GANDHI R,IND,504,0.27
11,187,SANKAR P,IND,373,0.2
12,187,RAGHUNATHAN V,MMKA,291,0.16
13,187,KARTHICK R,VTIP,233,0.13
1,188,PERIYAPULLAN @ SELVAM P,ADMK,88909,51.54
2,188,RAGUPTHY A.P,DMK,69186,40.11
3,188,BHARATH NATCHIYAPPAN T.N,TMC(M),4579,2.65
4,188,BOOPATHIKAKKAN P.V,BJP,1921,1.11
5,188,SEEMAN I T,ntk,1339,0.78
6,188,RISHI KAPOOR. S,SDPI,828,0.48
7,188,KALAIMANI S,AIFB,773,0.45
8,188,None of the Above,NOTA,757,0.44
9,188,ABDUL SALAM A.K,PMK,746,0.43
10,188,PANDIDURAI A,IND,662,0.38
11,188,MANOHARAN. V,IND,478,0.28
12,188,KARIKALAN. S,IND,401,0.23
13,188,PALANIKUMAR S,IND,374,0.22
14,188,PAKKIYANATHAN K,IND,337,0.2
15,188,DEVADASAN S,IND,337,0.2
16,188,ANITHA R,GAPP,210,0.12
17,188,PANDI K,IND,169,0.1
18,188,DHARMAR P,IND,161,0.09
19,188,JOTHI.V,IND,135,0.08
20,188,GANDHIPRABHU R,IND,109,0.06
21,188,VEERANAN E,RJD,90,0.05
1,189,MOORTHY P,DMK,108569,50.62
2,189,P PANDI,ADMK,75797,35.34
3,189,"KALITHASAN, P.",CPI,11599,5.41
4,189,SUSEENDRAN M,BJP,6181,2.88
5,189,SENGANNAN,ntk,3296,1.54
6,189,None of the Above,NOTA,3246,1.51
7,189,ALAGURAJA,PMK,1113,0.52
8,189,RAJARAM.R,IND,870,0.41
9,189,MARICHAMY.S,IND,763,0.36
10,189,AYANNAR S,TMMK,569,0.27
11,189,K.SELVAKUMAR,GokMK,407,0.19
12,189,RADHA T,BSP,402,0.19
13,189,RAMAMOORTHI.S,IND,289,0.13
14,189,RAGHAVAN S,IND,265,0.12
15,189,BALAMURUGAN.K,ETMK,240,0.11
16,189,THIRUVENKADAM .S,RtrJP,210,0.1
17,189,RAVICHANDRAN.B,IND,194,0.09
18,189,KANNAN.M,SaSaP,163,0.08
19,189,PANDI,IND,153,0.07
20,189,THATHUPERUMAL.C,YSP,147,0.07
1,190,MANICKAM K,ADMK,87044,52.33
2,190,BHAVANI.C,DMK,62187,37.39
3,190,PANDIYAMMAL R,VCK,7357,4.42
4,190,PALANIVEL SWAMY S,BJP,2766,1.66
5,190,None of the Above,NOTA,1930,1.16
6,190,SAKTHI C,ntk,1553,0.93
7,190,MUTHAIAH S,PMK,857,0.52
8,190,JAYAKUMAR V,BSP,556,0.33
9,190,KANDAVEL S,IND,519,0.31
10,190,PERIYAKARUPPAN C,AIFB,508,0.31
11,190,SEKAR N,IND,282,0.17
12,190,KANNAN S,GAPP,265,0.16
13,190,REMESH K,IND,225,0.14
14,190,SILAMBARASAN P,IND,138,0.08
15,190,SEENIVASAN M,IND,137,0.08
1,191,"RAJAN CHELLAPPA, V.V.",ADMK,70460,45.64
2,191,"KARTHIKEYAN, V.",INC,51621,33.44
3,191,"MUJUPUR RAHUMAN, S.",DMDK,17732,11.49
4,191,"SARAL, M.",ntk,3541,2.29
5,191,None of the Above,NOTA,3479,2.25
6,191,"AASAI KUMAR, R.",PMK,2039,1.32
7,191,"ANAND, B.",IJK,1339,0.87
8,191,"THIRUCHENTHURAN, R.",GMI,892,0.58
9,191,"BHAGAVATHY, P.",AIFB,641,0.42
10,191,"ABDUL SUKKUR, I.",IND,422,0.27
11,191,"MURUGAN, P.",IND,351,0.23
12,191,"GOPALAKRISHNAN, M.",IND,330,0.21
13,191,"IDA REVATHY, R.",MMKA,325,0.21
14,191,"KARTHIKEYAN, E.",IND,281,0.18
15,191,"RAMASAMY, T.",IND,171,0.11
16,191,"GOPI SHANKAR, M.",AMMK,157,0.1
17,191,"VOLTAIRE, M.J.",SUCI,127,0.08
18,191,"KARUPPAIAH, S.",tavk,115,0.07
19,191,"MUTHUPANDI, S.",IND,115,0.07
20,191,"KAASIM SAIT, M.K.A.",IND,87,0.06
21,191,"RAVI, C.",IND,74,0.05
22,191,"JEEVANANDAM, S.",IND,69,0.04
1,192,SARAVANAN .S.S.,ADMK,62683,42.75
2,192,BALACHANDRAN .M,DMK,38920,26.55
3,192,BOOMINATHAN. M,MDMK,19443,13.26
4,192,MAHALAKSHMI .A.R,BJP,16069,10.96
5,192,None of the Above,NOTA,2918,1.99
6,192,VIJAYAKUMAR. B,ntk,2594,1.77
7,192,NAJIMA BEGUM .S,SDP,2210,1.51
8,192,MARI SELVAM. S,PMK,864,0.59
9,192,MUJEEB RAHUMAN. A,IND,267,0.18
10,192,MAHALAKSHMI .N.K,IND,194,0.13
11,192,GANESAN .U,UCPI,177,0.12
12,192,MAHALAKSHMI .A.G,IND,158,0.11
13,192,ANUSHIYASREE. M,IND,114,0.08
1,193,PALANIVEL THIAGARAJAN,DMK,64662,42.55
2,193,JEYABAL M,ADMK,58900,38.75
3,193,SIVAMUTHUKUMAR D,DMDK,11235,7.39
4,193,KARTHIK PRABU M,BJP,6926,4.56
5,193,VETRIKUMARAN C,ntk,2998,1.97
6,193,None of the Above,NOTA,2683,1.77
7,193,JAFAR SULTHAN IBRAHIM  M,SDPI,1686,1.11
8,193,SELVAM T,PMK,1007,0.66
9,193,SUDHAKAR R,AIFB,471,0.31
10,193,BALASUBRAMANIAN  R,IND,253,0.17
11,193,THAVAMANI A,BSP,203,0.13
12,193,VEL  S,IND,161,0.11
13,193,MUTHURAJA  K.M,IND,156,0.1
14,193,SHAHUL HAMEED  A,IND,135,0.09
15,193,KARMEGAM M,IND,106,0.07
16,193,SATHIYENDRAN  N,IND,97,0.06
17,193,SOUNDARAM G T,LJP,95,0.06
18,193,RAJKUMAR  S,IND,88,0.06
19,193,NAVANEETHAKRISHNAN  R,IND,74,0.05
20,193,AVADAINATHAN  V,IND,46,0.03
1,194,RAJU K,ADMK,82529,44.81
2,194,THALAPATHI G,DMK,66131,35.91
3,194,VASUKI U,CPM,19991,10.85
4,194,SASIKUMAR A,BJP,5705,3.1
5,194,THIRUNAVUKKARASU V,ntk,3454,1.88
6,194,None of the Above,NOTA,2759,1.5
7,194,KRISHNAKUMAR R,PMK,927,0.5
8,194,VENKATESAN M,IND,360,0.2
9,194,MUTHUPANDIAN S,IND,332,0.18
10,194,MEENAKSHI V C,SMK,310,0.17
11,194,ESWARAN S,GMI,277,0.15
12,194,PANDI A,SHS,239,0.13
13,194,KANNAN M,IND,215,0.12
14,194,MANIKANDAN N,AIFB,205,0.11
15,194,KANNABOOPATHI S,IND,173,0.09
16,194,SASIKUMAR R,IND,173,0.09
17,194,THIRUPATHI A,IND,100,0.05
18,194,GANESH MOORTHY M,IND,89,0.05
19,194,MURUGAN S,MMKA,81,0.04
20,194,JEGA VEERAN S,IND,78,0.04
21,194,ARIVUDAINAMBI S,IND,52,0.03
1,195,SEENIVEL S M,ADMK,93453,47.32
